;Vehicleregistrationplate;NameofFile
787;B1619UL;DataTrain788.png
788;AB1164PU;DataTrain789.png
789;AB1473RI;DataTrain790.png
790;B1802EOZ;DataTrain791.png
791;A8815VX;DataTrain792.png
792;B1187FJH;DataTrain793.png
793;AB1364AN;DataTrain794.png
794;B1269MA;DataTrain795.png
795;B1677EJC;DataTrain796.png
796;B1743VO;DataTrain797.png
797;AD1416YD;DataTrain798.png
798;AB5419TN;DataTrain799.png
799;AB6315SE;DataTrain800.png
